DATA_YEAR,STATE_ABBR,STATE_NAME,BIAS_GROUP,BIAS_TYPE,SUM_VICTIM_COUNT
2006,ID,Idaho,Gender,Gender,3
2006,ID,Idaho,Race_Anti-Hispanic,Race,7
2006,ID,Idaho,Race_Other,Race,5
2006,ID,Idaho,Race_Anti-Jewish,Race,1
2006,ID,Idaho,Religion,Religion,1
2006,ID,Idaho,Disability,Disability,1
2006,IL,Illinois,Race_Anti-African American,Race,81
2006,IL,Illinois,Race_Anti-Jewish,Race,20
2006,IL,Illinois,Religion,Religion,10
2006,IL,Illinois,Race_Other,Race,31
2006,IL,Illinois,Race_Anti-Asian,Race,6
2006,IL,Illinois,Race_Anti-Hispanic,Race,11
2006,IL,Illinois,Gender,Gender,42
2006,IN,Indiana,Race_Anti-African American,Race,13
2006,IN,Indiana,Gender,Gender,14
2006,IN,Indiana,Race_Anti-Asian,Race,2
2006,IN,Indiana,Race_Other,Race,7
2006,IN,Indiana,Race_Anti-Hispanic,Race,5
2006,IN,Indiana,Race_Anti-Jewish,Race,4
2006,KS,Kansas,Race_Other,Race,27
2006,KS,Kansas,Gender,Gender,13
2006,KS,Kansas,Race_Anti-Hispanic,Race,28
2006,KS,Kansas,Race_Anti-African American,Race,59
2006,KS,Kansas,Religion,Religion,11
2006,KS,Kansas,Race_Anti-Asian,Race,1
2006,KS,Kansas,Race_Anti-Jewish,Race,2
2006,KY,Kentucky,Religion,Religion,9
2006,KY,Kentucky,Race_Anti-African American,Race,28
2006,KY,Kentucky,Gender,Gender,13
2006,KY,Kentucky,Race_Other,Race,15
2006,KY,Kentucky,Race_Anti-Asian,Race,2
2006,KY,Kentucky,Race_Anti-Hispanic,Race,9
2006,KY,Kentucky,Race_Anti-American Indian,Race,1
2006,KY,Kentucky,Race_Anti-Jewish,Race,1
2006,LA,Louisiana,Disability,Disability,3
2006,LA,Louisiana,Race_Anti-Hispanic,Race,3
2006,LA,Louisiana,Race_Anti-African American,Race,12
2006,LA,Louisiana,Gender,Gender,2
2006,LA,Louisiana,Religion,Religion,1
2006,LA,Louisiana,Race_Anti-Jewish,Race,1
2006,LA,Louisiana,Race_Other,Race,4
2006,LA,Louisiana,Race_Anti-American Indian,Race,1
2006,MA,Massachusetts,Race_Anti-African American,Race,135
2006,MA,Massachusetts,Race_Other,Race,70
2006,MA,Massachusetts,Gender,Gender,94
2006,MA,Massachusetts,Race_Anti-Jewish,Race,67
2006,MA,Massachusetts,Race_Anti-Asian,Race,31
2006,MA,Massachusetts,Religion,Religion,26
2006,MA,Massachusetts,Race_Anti-Hispanic,Race,47
2006,MA,Massachusetts,Disability,Disability,2
2006,MD,Maryland,Race_Anti-African American,Race,142
2006,MD,Maryland,Gender,Gender,15
2006,MD,Maryland,Race_Anti-Hispanic,Race,8
2006,MD,Maryland,Race_Other,Race,31
2006,MD,Maryland,Race_Anti-Jewish,Race,64
2006,MD,Maryland,Religion,Religion,7
2006,MD,Maryland,Race_Anti-Asian,Race,4
2006,ME,Maine,Gender,Gender,23
2006,ME,Maine,Race_Anti-African American,Race,28
2006,ME,Maine,Religion,Religion,6
2006,ME,Maine,Race_Other,Race,7
2006,ME,Maine,Race_Anti-Jewish,Race,3
2006,ME,Maine,Race_Anti-Hispanic,Race,1
2006,ME,Maine,Disability,Disability,1
2006,MI,Michigan,Race_Other,Race,283
2006,MI,Michigan,Religion,Religion,70
2006,MI,Michigan,Race_Anti-African American,Race,258
2006,MI,Michigan,Race_Anti-American Indian,Race,4
2006,MI,Michigan,Gender,Gender,56
2006,MI,Michigan,Race_Anti-Hispanic,Race,25
2006,MI,Michigan,Race_Anti-Jewish,Race,20
2006,MI,Michigan,Race_Anti-Asian,Race,10
2006,MI,Michigan,Disability,Disability,2
2006,MN,Minnesota,Race_Anti-African American,Race,55
2006,MN,Minnesota,Gender,Gender,24
2006,MN,Minnesota,Religion,Religion,6
2006,MN,Minnesota,Race_Other,Race,66
2006,MN,Minnesota,Race_Anti-American Indian,Race,4
2006,MN,Minnesota,Race_Anti-Jewish,Race,7
2006,MN,Minnesota,Race_Anti-Asian,Race,6
2006,MO,Missouri,Race_Other,Race,20
2006,MO,Missouri,Race_Anti-Hispanic,Race,5
2006,MO,Missouri,Gender,Gender,11
2006,MO,Missouri,Religion,Religion,4
2006,MO,Missouri,Disability,Disability,2
2006,MO,Missouri,Race_Anti-African American,Race,52
2006,MO,Missouri,Race_Anti-Jewish,Race,9
2006,MO,Missouri,Race_Anti-Asian,Race,1
2006,MT,Montana,Race_Anti-American Indian,Race,5
2006,MT,Montana,Race_Other,Race,6
2006,MT,Montana,Disability,Disability,1
2006,MT,Montana,Race_Anti-African American,Race,5
2006,MT,Montana,Religion,Religion,3
2006,MT,Montana,Race_Anti-Asian,Race,2
2006,MT,Montana,Gender,Gender,2
2006,MT,Montana,Race_Anti-Hispanic,Race,1
2006,MT,Montana,Race_Anti-Jewish,Race,2
2006,NB,Nebraska,Race_Other,Race,16
2006,NB,Nebraska,Race_Anti-African American,Race,24
2006,NB,Nebraska,Race_Anti-Asian,Race,3
2006,NB,Nebraska,Race_Anti-Hispanic,Race,15
2006,NB,Nebraska,Religion,Religion,2
2006,NB,Nebraska,Race_Anti-Jewish,Race,2
2006,NB,Nebraska,Gender,Gender,5
2006,NC,North Carolina,Race_Anti-African American,Race,78
2006,NC,North Carolina,Gender,Gender,12
2006,NC,North Carolina,Race_Other,Race,34
2006,NC,North Carolina,Race_Anti-Hispanic,Race,9
2006,NC,North Carolina,Religion,Religion,12
2006,NC,North Carolina,Race_Anti-Asian,Race,4
2006,NC,North Carolina,Race_Anti-Jewish,Race,2
2006,ND,North Dakota,Race_Anti-African American,Race,4
2006,ND,North Dakota,Race_Other,Race,6
2006,ND,North Dakota,Race_Anti-American Indian,Race,6
2006,ND,North Dakota,Religion,Religion,1
2006,NH,New Hampshire,Race_Anti-African American,Race,12
2006,NH,New Hampshire,Gender,Gender,10
2006,NH,New Hampshire,Race_Other,Race,1
2006,NH,New Hampshire,Disability,Disability,1
2006,NH,New Hampshire,Race_Anti-Jewish,Race,17
2006,NH,New Hampshire,Race_Anti-Asian,Race,1
2006,NH,New Hampshire,Religion,Religion,5
2006,NH,New Hampshire,Race_Anti-Hispanic,Race,1
2006,NJ,New Jersey,Race_Anti-Hispanic,Race,40
2006,NJ,New Jersey,Race_Anti-African American,Race,325
2006,NJ,New Jersey,Race_Anti-Jewish,Race,223
2006,NJ,New Jersey,Race_Other,Race,101
2006,NJ,New Jersey,Race_Anti-Asian,Race,15
2006,NJ,New Jersey,Gender,Gender,72
2006,NJ,New Jersey,Disability,Disability,4
2006,NJ,New Jersey,Religion,Religion,22
2006,NJ,New Jersey,Race_Anti-American Indian,Race,1
2006,NM,New Mexico,Gender,Gender,6
2006,NM,New Mexico,Race_Anti-Hispanic,Race,4
2006,NM,New Mexico,Race_Other,Race,14
2006,NM,New Mexico,Religion,Religion,1
2006,NM,New Mexico,Race_Anti-American Indian,Race,3
2006,NV,Nevada,Race_Anti-Hispanic,Race,48
2006,NV,Nevada,Race_Other,Race,37
2006,NV,Nevada,Race_Anti-Jewish,Race,10
2006,NV,Nevada,Race_Anti-African American,Race,43
2006,NV,Nevada,Religion,Religion,3
2006,NV,Nevada,Race_Anti-Asian,Race,3
2006,NV,Nevada,Gender,Gender,16
2006,NY,New York,Race_Anti-African American,Race,131
2006,NY,New York,Race_Other,Race,45
2006,NY,New York,Gender,Gender,93
2006,NY,New York,Religion,Religion,45
2006,NY,New York,Race_Anti-Hispanic,Race,19
2006,NY,New York,Race_Anti-Jewish,Race,256
2006,NY,New York,Race_Anti-Asian,Race,11
2006,NY,New York,Race_Anti-American Indian,Race,2
2006,OH,Ohio,Race_Anti-Jewish,Race,16
2006,OH,Ohio,Race_Anti-African American,Race,158
2006,OH,Ohio,Religion,Religion,23
2006,OH,Ohio,Race_Other,Race,97
2006,OH,Ohio,Race_Anti-Asian,Race,6
2006,OH,Ohio,Disability,Disability,9
2006,OH,Ohio,Race_Anti-Hispanic,Race,16
2006,OH,Ohio,Gender,Gender,40
2006,OH,Ohio,Race_Anti-American Indian,Race,2
2006,OK,Oklahoma,Gender,Gender,11
2006,OK,Oklahoma,Race_Anti-Hispanic,Race,6
2006,OK,Oklahoma,Race_Anti-African American,Race,33
2006,OK,Oklahoma,Race_Other,Race,13
2006,OK,Oklahoma,Race_Anti-American Indian,Race,4
2006,OK,Oklahoma,Race_Anti-Asian,Race,1
2006,OK,Oklahoma,Disability,Disability,1
2006,OK,Oklahoma,Religion,Religion,8
2006,OK,Oklahoma,Race_Anti-Jewish,Race,1
2006,OR,Oregon,Race_Anti-Hispanic,Race,28
2006,OR,Oregon,Gender,Gender,31
2006,OR,Oregon,Race_Other,Race,34
2006,OR,Oregon,Religion,Religion,12
2006,OR,Oregon,Race_Anti-African American,Race,52
2006,OR,Oregon,Race_Anti-American Indian,Race,4
2006,OR,Oregon,Race_Anti-Asian,Race,3
2006,OR,Oregon,Race_Anti-Jewish,Race,18
2006,PA,Pennsylvania,Gender,Gender,12
2006,PA,Pennsylvania,Race_Anti-African American,Race,52
2006,PA,Pennsylvania,Religion,Religion,4
2006,PA,Pennsylvania,Race_Anti-Hispanic,Race,2
2006,PA,Pennsylvania,Race_Other,Race,16
2006,PA,Pennsylvania,Race_Anti-Jewish,Race,20
2006,PA,Pennsylvania,Race_Anti-Asian,Race,1
2006,PA,Pennsylvania,Race_Anti-American Indian,Race,1
2006,RI,Rhode Island,Gender,Gender,5
2006,RI,Rhode Island,Race_Anti-Jewish,Race,5
2006,RI,Rhode Island,Race_Anti-African American,Race,5
2006,RI,Rhode Island,Religion,Religion,4
2006,RI,Rhode Island,Race_Other,Race,2
2006,SC,South Carolina,Religion,Religion,9
2006,SC,South Carolina,Race_Anti-African American,Race,44
2006,SC,South Carolina,Race_Other,Race,17
2006,SC,South Carolina,Gender,Gender,24
2006,SC,South Carolina,Disability,Disability,6
2006,SC,South Carolina,Race_Anti-Hispanic,Race,4
2006,SC,South Carolina,Race_Anti-American Indian,Race,1
2006,SC,South Carolina,Race_Anti-Asian,Race,1
2006,SD,South Dakota,Gender,Gender,8
2006,SD,South Dakota,Race_Anti-American Indian,Race,5
2006,SD,South Dakota,Race_Anti-Hispanic,Race,9
2006,SD,South Dakota,Race_Other,Race,55
2006,SD,South Dakota,Religion,Religion,4
2006,SD,South Dakota,Race_Anti-African American,Race,15
2006,TN,Tennessee,Race_Anti-African American,Race,75
2006,TN,Tennessee,Gender,Gender,63
2006,TN,Tennessee,Religion,Religion,18
2006,TN,Tennessee,Race_Anti-Jewish,Race,21
2006,TN,Tennessee,Race_Other,Race,47
2006,TN,Tennessee,Race_Anti-American Indian,Race,2
2006,TN,Tennessee,Race_Anti-Hispanic,Race,14
2006,TN,Tennessee,Race_Anti-Asian,Race,12
2006,TN,Tennessee,Disability,Disability,4
2006,TX,Texas,Race_Anti-African American,Race,119
2006,TX,Texas,Religion,Religion,12
2006,TX,Texas,Disability,Disability,7
2006,TX,Texas,Race_Anti-Jewish,Race,19
2006,TX,Texas,Race_Anti-Hispanic,Race,42
2006,TX,Texas,Gender,Gender,51
2006,TX,Texas,Race_Other,Race,43
2006,TX,Texas,Race_Anti-Asian,Race,4
2006,UT,Utah,Race_Other,Race,9
2006,UT,Utah,Religion,Religion,6
2006,UT,Utah,Gender,Gender,12
2006,UT,Utah,Race_Anti-African American,Race,5
2006,UT,Utah,Race_Anti-Asian,Race,1
2006,UT,Utah,Race_Anti-Jewish,Race,1
2006,UT,Utah,Race_Anti-Hispanic,Race,11
2006,UT,Utah,Race_Anti-American Indian,Race,3
2006,VA,Virginia,Disability,Disability,33
2006,VA,Virginia,Race_Other,Race,75
2006,VA,Virginia,Race_Anti-African American,Race,170
2006,VA,Virginia,Race_Anti-Jewish,Race,27
2006,VA,Virginia,Religion,Religion,41
2006,VA,Virginia,Gender,Gender,53
2006,VA,Virginia,Race_Anti-Hispanic,Race,23
2006,VA,Virginia,Race_Anti-Asian,Race,8
2006,VA,Virginia,Race_Anti-American Indian,Race,3
2006,VT,Vermont,Race_Anti-African American,Race,10
2006,VT,Vermont,Gender,Gender,10
2006,VT,Vermont,Race_Anti-Hispanic,Race,1
2006,VT,Vermont,Race_Anti-American Indian,Race,1
2006,VT,Vermont,Religion,Religion,1
2006,VT,Vermont,Race_Other,Race,11
2006,WA,Washington,Race_Anti-Hispanic,Race,27
2006,WA,Washington,Race_Anti-African American,Race,68
2006,WA,Washington,Race_Other,Race,35
2006,WA,Washington,Gender,Gender,45
2006,WA,Washington,Disability,Disability,2
2006,WA,Washington,Race_Anti-Jewish,Race,44
2006,WA,Washington,Religion,Religion,15
2006,WA,Washington,Race_Anti-Asian,Race,7
2006,WA,Washington,Race_Anti-American Indian,Race,2
2006,WI,Wisconsin,Gender,Gender,14
2006,WI,Wisconsin,Race_Anti-African American,Race,36
2006,WI,Wisconsin,Race_Other,Race,19
2006,WI,Wisconsin,Race_Anti-Jewish,Race,4
2006,WI,Wisconsin,Disability,Disability,1
2006,WI,Wisconsin,Race_Anti-Hispanic,Race,15
2006,WI,Wisconsin,Religion,Religion,12
2006,WI,Wisconsin,Race_Anti-American Indian,Race,6
2006,WI,Wisconsin,Race_Anti-Asian,Race,2
2006,WV,West Virginia,Gender,Gender,9
2006,WV,West Virginia,Race_Anti-African American,Race,15
2006,WV,West Virginia,Religion,Religion,1
2006,WV,West Virginia,Race_Other,Race,9
2006,WV,West Virginia,Race_Anti-Jewish,Race,1
2006,WV,West Virginia,Race_Anti-Hispanic,Race,3
2006,WY,Wyoming,Race_Other,Race,1
2006,WY,Wyoming,Gender,Gender,3
2006,WY,Wyoming,Race_Anti-African American,Race,2
2006,WY,Wyoming,Race_Anti-Hispanic,Race,1
2007,AK,Alaska,Disability,Disability,2
2007,AK,Alaska,Race_Anti-African American,Race,4
2007,AK,Alaska,Gender,Gender,3
2007,AK,Alaska,Race_Other,Race,1
2007,AL,Alabama,Gender,Gender,1
2007,AL,Alabama,Race_Anti-African American,Race,6
2007,AL,Alabama,Race_Anti-Asian,Race,1
2007,AR,Arkansas,Race_Anti-African American,Race,16
2007,AR,Arkansas,Race_Anti-Hispanic,Race,3
2007,AR,Arkansas,Race_Other,Race,3
2007,AR,Arkansas,Race_Anti-Asian,Race,5
2007,AR,Arkansas,Race_Anti-American Indian,Race,1
2007,AR,Arkansas,Gender,Gender,11
2007,AR,Arkansas,Race_Anti-Jewish,Race,1
2007,AZ,Arizona,Race_Anti-African American,Race,84
2007,AZ,Arizona,Gender,Gender,37
2007,AZ,Arizona,Race_Other,Race,42
2007,AZ,Arizona,Race_Anti-Hispanic,Race,31
2007,AZ,Arizona,Religion,Religion,7
2007,AZ,Arizona,Race_Anti-Jewish,Race,20
2007,AZ,Arizona,Race_Anti-Asian,Race,5
2007,AZ,Arizona,Race_Anti-American Indian,Race,1
2007,AZ,Arizona,Disability,Disability,1
2007,CA,California,Race_Other,Race,319
2007,CA,California,Gender,Gender,349
2007,CA,California,Race_Anti-African American,Race,672
2007,CA,California,Race_Anti-Jewish,Race,173
2007,CA,California,Religion,Religion,75
2007,CA,California,Race_Anti-Hispanic,Race,234
2007,CA,California,Race_Anti-Asian,Race,75
2007,CA,California,Disability,Disability,3
2007,CA,California,Race_Anti-American Indian,Race,1
2007,CO,Colorado,Race_Other,Race,45
2007,CO,Colorado,Gender,Gender,43
2007,CO,Colorado,Race_Anti-African American,Race,59
2007,CO,Colorado,Race_Anti-Hispanic,Race,38
2007,CO,Colorado,Race_Anti-Jewish,Race,8
2007,CO,Colorado,Religion,Religion,11
2007,CO,Colorado,Race_Anti-Asian,Race,8
2007,CO,Colorado,Disability,Disability,2
2007,CO,Colorado,Race_Anti-American Indian,Race,5
2007,CT,Connecticut,Gender,Gender,30
2007,CT,Connecticut,Race_Anti-African American,Race,62
2007,CT,Connecticut,Race_Anti-Jewish,Race,32
2007,CT,Connecticut,Race_Other,Race,32
2007,CT,Connecticut,Disability,Disability,1
2007,CT,Connecticut,Race_Anti-American Indian,Race,2
2007,CT,Connecticut,Race_Anti-Hispanic,Race,5
2007,CT,Connecticut,Race_Anti-Asian,Race,5
2007,CT,Connecticut,Religion,Religion,11
2007,DC,District of Columbia,Gender,Gender,34
2007,DC,District of Columbia,Race_Anti-Jewish,Race,6
2007,DC,District of Columbia,Religion,Religion,1
2007,DC,District of Columbia,Race_Anti-African American,Race,2
2007,DC,District of Columbia,Race_Other,Race,3
2007,DE,Delaware,Race_Anti-African American,Race,32
2007,DE,Delaware,Gender,Gender,7
2007,DE,Delaware,Race_Anti-Jewish,Race,4
2007,DE,Delaware,Religion,Religion,5
2007,DE,Delaware,Race_Other,Race,4
2007,DE,Delaware,Race_Anti-Hispanic,Race,10
2007,FL,Florida,Race_Anti-African American,Race,66
2007,FL,Florida,Race_Other,Race,59
2007,FL,Florida,Religion,Religion,9
2007,FL,Florida,Gender,Gender,30
2007,FL,Florida,Race_Anti-Jewish,Race,19
2007,FL,Florida,Race_Anti-Hispanic,Race,14
2007,FL,Florida,Race_Anti-Asian,Race,2
2007,GA,Georgia,Race_Anti-African American,Race,3
2007,GA,Georgia,Race_Anti-Hispanic,Race,2
2007,GA,Georgia,Race_Other,Race,2
2007,GA,Georgia,Gender,Gender,9
2007,IA,Iowa,Gender,Gender,7
2007,IA,Iowa,Race_Anti-African American,Race,19
2007,IA,Iowa,Race_Other,Race,2
2007,IA,Iowa,Race_Anti-Jewish,Race,3
2007,IA,Iowa,Race_Anti-Hispanic,Race,6
2007,ID,Idaho,Race_Anti-African American,Race,14
2007,ID,Idaho,Race_Anti-Hispanic,Race,7
2007,ID,Idaho,Gender,Gender,10
2007,ID,Idaho,Religion,Religion,9
2007,ID,Idaho,Race_Other,Race,8
2007,ID,Idaho,Race_Anti-American Indian,Race,3
2007,IL,Illinois,Race_Other,Race,45
2007,IL,Illinois,Gender,Gender,36
2007,IL,Illinois,Race_Anti-African American,Race,103
2007,IL,Illinois,Race_Anti-Hispanic,Race,15
2007,IL,Illinois,Race_Anti-Jewish,Race,30
2007,IL,Illinois,Religion,Religion,5
2007,IL,Illinois,Disability,Disability,2
2007,IL,Illinois,Race_Anti-Asian,Race,1
2007,IN,Indiana,Gender,Gender,4
2007,IN,Indiana,Race_Anti-African American,Race,18
2007,IN,Indiana,Race_Anti-Jewish,Race,7
2007,IN,Indiana,Religion,Religion,3
2007,IN,Indiana,Race_Other,Race,16
2007,IN,Indiana,Race_Anti-Hispanic,Race,3
2007,IN,Indiana,Race_Anti-Asian,Race,1
2007,KS,Kansas,Gender,Gender,22
2007,KS,Kansas,Race_Other,Race,26
2007,KS,Kansas,Race_Anti-African American,Race,62
2007,KS,Kansas,Religion,Religion,15
2007,KS,Kansas,Race_Anti-Hispanic,Race,14
2007,KS,Kansas,Race_Anti-Jewish,Race,1
2007,KS,Kansas,Race_Anti-American Indian,Race,1
2007,KS,Kansas,Disability,Disability,1
2007,KS,Kansas,Race_Anti-Asian,Race,1
2007,KY,Kentucky,Race_Anti-African American,Race,122
2007,KY,Kentucky,Race_Anti-Hispanic,Race,3
2007,KY,Kentucky,Gender,Gender,10
2007,KY,Kentucky,Religion,Religion,4
2007,KY,Kentucky,Race_Other,Race,1
2007,KY,Kentucky,Race_Anti-Jewish,Race,2
2007,LA,Louisiana,Race_Other,Race,8
2007,LA,Louisiana,Religion,Religion,2
2007,LA,Louisiana,Race_Anti-African American,Race,13
2007,LA,Louisiana,Race_Anti-American Indian,Race,6
2007,LA,Louisiana,Gender,Gender,2
2007,LA,Louisiana,Race_Anti-Hispanic,Race,1
2007,LA,Louisiana,Race_Anti-Jewish,Race,2
2007,MA,Massachusetts,Race_Anti-African American,Race,153
2007,MA,Massachusetts,Religion,Religion,5
2007,MA,Massachusetts,Race_Anti-Jewish,Race,76
2007,MA,Massachusetts,Race_Other,Race,83
2007,MA,Massachusetts,Gender,Gender,97
2007,MA,Massachusetts,Race_Anti-Hispanic,Race,28
2007,MA,Massachusetts,Race_Anti-Asian,Race,16
2007,MA,Massachusetts,Disability,Disability,3
2007,MD,Maryland,Race_Anti-African American,Race,66
2007,MD,Maryland,Race_Anti-Hispanic,Race,5
2007,MD,Maryland,Race_Other,Race,30
2007,MD,Maryland,Gender,Gender,21
2007,MD,Maryland,Race_Anti-Jewish,Race,38
2007,MD,Maryland,Religion,Religion,11
2007,MD,Maryland,Race_Anti-Asian,Race,5
2007,ME,Maine,Race_Other,Race,12
2007,ME,Maine,Race_Anti-African American,Race,36
2007,ME,Maine,Gender,Gender,27
2007,ME,Maine,Religion,Religion,5
2007,ME,Maine,Race_Anti-American Indian,Race,4
2007,ME,Maine,Race_Anti-Jewish,Race,2
2007,ME,Maine,Race_Anti-Hispanic,Race,2
2007,MI,Michigan,Race_Anti-Hispanic,Race,30
2007,MI,Michigan,Gender,Gender,84
2007,MI,Michigan,Race_Other,Race,249
2007,MI,Michigan,Race_Anti-American Indian,Race,3
2007,MI,Michigan,Religion,Religion,68
2007,MI,Michigan,Race_Anti-African American,Race,279
2007,MI,Michigan,Race_Anti-Jewish,Race,26
2007,MI,Michigan,Disability,Disability,6
2007,MI,Michigan,Race_Anti-Asian,Race,18
2007,MN,Minnesota,Race_Anti-Hispanic,Race,27
2007,MN,Minnesota,Race_Other,Race,37
2007,MN,Minnesota,Religion,Religion,9
2007,MN,Minnesota,Gender,Gender,29
2007,MN,Minnesota,Race_Anti-American Indian,Race,8
2007,MN,Minnesota,Race_Anti-African American,Race,60
2007,MN,Minnesota,Race_Anti-Jewish,Race,10
2007,MN,Minnesota,Race_Anti-Asian,Race,7
2007,MN,Minnesota,Disability,Disability,2
2007,MO,Missouri,Race_Anti-African American,Race,93
2007,MO,Missouri,Gender,Gender,10
2007,MO,Missouri,Religion,Religion,2
2007,MO,Missouri,Race_Anti-Jewish,Race,14
2007,MO,Missouri,Race_Other,Race,18
2007,MO,Missouri,Race_Anti-Hispanic,Race,6
2007,MO,Missouri,Disability,Disability,1
2007,MO,Missouri,Race_Anti-Asian,Race,1
2007,MT,Montana,Race_Other,Race,9
2007,MT,Montana,Gender,Gender,7
2007,MT,Montana,Disability,Disability,1
2007,MT,Montana,Race_Anti-African American,Race,5
2007,MT,Montana,Race_Anti-American Indian,Race,1
2007,MT,Montana,Race_Anti-Jewish,Race,6
2007,MT,Montana,Religion,Religion,1
2007,MT,Montana,Race_Anti-Hispanic,Race,2
2007,NB,Nebraska,Race_Anti-African American,Race,17
2007,NB,Nebraska,Gender,Gender,11
2007,NB,Nebraska,Race_Other,Race,10
2007,NB,Nebraska,Race_Anti-Asian,Race,4
2007,NB,Nebraska,Race_Anti-American Indian,Race,1
2007,NB,Nebraska,Race_Anti-Hispanic,Race,6
2007,NB,Nebraska,Religion,Religion,1
2007,NB,Nebraska,Race_Anti-Jewish,Race,1
2007,NC,North Carolina,Race_Other,Race,9
2007,NC,North Carolina,Race_Anti-African American,Race,41
2007,NC,North Carolina,Religion,Religion,2
2007,NC,North Carolina,Race_Anti-Hispanic,Race,16
2007,NC,North Carolina,Gender,Gender,14
2007,NC,North Carolina,Race_Anti-Jewish,Race,5
2007,ND,North Dakota,Race_Anti-American Indian,Race,12
2007,ND,North Dakota,Race_Other,Race,5
2007,ND,North Dakota,Gender,Gender,2
2007,NH,New Hampshire,Race_Anti-African American,Race,27
2007,NH,New Hampshire,Race_Anti-Jewish,Race,12
2007,NH,New Hampshire,Race_Anti-Hispanic,Race,4
2007,NH,New Hampshire,Gender,Gender,13
2007,NH,New Hampshire,Disability,Disability,1
2007,NH,New Hampshire,Race_Anti-American Indian,Race,1
2007,NH,New Hampshire,Race_Other,Race,2
2007,NH,New Hampshire,Religion,Religion,2
2007,NJ,New Jersey,Race_Anti-African American,Race,308
2007,NJ,New Jersey,Race_Anti-Jewish,Race,231
2007,NJ,New Jersey,Race_Other,Race,67
2007,NJ,New Jersey,Religion,Religion,16
2007,NJ,New Jersey,Gender,Gender,90
2007,NJ,New Jersey,Race_Anti-Hispanic,Race,37
2007,NJ,New Jersey,Race_Anti-American Indian,Race,2
2007,NJ,New Jersey,Race_Anti-Asian,Race,18
2007,NJ,New Jersey,Disability,Disability,5
2007,NM,New Mexico,Race_Anti-African American,Race,8
2007,NM,New Mexico,Race_Other,Race,7
2007,NM,New Mexico,Gender,Gender,2
2007,NV,Nevada,Gender,Gender,9
2007,NV,Nevada,Race_Anti-African American,Race,24
2007,NV,Nevada,Race_Anti-Hispanic,Race,18
2007,NV,Nevada,Race_Anti-Jewish,Race,10
2007,NV,Nevada,Religion,Religion,6
2007,NV,Nevada,Race_Other,Race,9
2007,NV,Nevada,Race_Anti-American Indian,Race,5
2007,NV,Nevada,Race_Anti-Asian,Race,1
2007,NY,New York,Race_Anti-African American,Race,97
2007,NY,New York,Race_Other,Race,54
2007,NY,New York,Gender,Gender,76
2007,NY,New York,Religion,Religion,46
2007,NY,New York,Race_Anti-Jewish,Race,259
2007,NY,New York,Race_Anti-Hispanic,Race,10
2007,NY,New York,Disability,Disability,1
2007,NY,New York,Race_Anti-Asian,Race,9
2007,OH,Ohio,Race_Anti-African American,Race,163
2007,OH,Ohio,Race_Other,Race,85
2007,OH,Ohio,Gender,Gender,62
2007,OH,Ohio,Race_Anti-Asian,Race,2
2007,OH,Ohio,Race_Anti-Jewish,Race,14
2007,OH,Ohio,Race_Anti-Hispanic,Race,34
2007,OH,Ohio,Religion,Religion,18
2007,OH,Ohio,Disability,Disability,16
2007,OK,Oklahoma,Race_Anti-African American,Race,22
2007,OK,Oklahoma,Gender,Gender,4
2007,OK,Oklahoma,Race_Other,Race,5
2007,OK,Oklahoma,Race_Anti-Hispanic,Race,3
2007,OK,Oklahoma,Religion,Religion,1
2007,OK,Oklahoma,Race_Anti-Jewish,Race,1
2007,OK,Oklahoma,Race_Anti-Asian,Race,1
2007,OR,Oregon,Religion,Religion,18
2007,OR,Oregon,Gender,Gender,42
2007,OR,Oregon,Race_Anti-African American,Race,56
2007,OR,Oregon,Race_Other,Race,41
2007,OR,Oregon,Race_Anti-Jewish,Race,11
2007,OR,Oregon,Race_Anti-Hispanic,Race,28
2007,OR,Oregon,Race_Anti-Asian,Race,5
2007,OR,Oregon,Disability,Disability,1
2007,OR,Oregon,Race_Anti-American Indian,Race,1
2007,PA,Pennsylvania,Race_Anti-African American,Race,32
2007,PA,Pennsylvania,Gender,Gender,15
2007,PA,Pennsylvania,Religion,Religion,3
2007,PA,Pennsylvania,Race_Other,Race,13
2007,PA,Pennsylvania,Race_Anti-Jewish,Race,24
2007,PA,Pennsylvania,Race_Anti-Asian,Race,2
2007,PA,Pennsylvania,Race_Anti-Hispanic,Race,2
2007,RI,Rhode Island,Race_Anti-African American,Race,11
2007,RI,Rhode Island,Gender,Gender,10
2007,RI,Rhode Island,Religion,Religion,4
2007,RI,Rhode Island,Race_Other,Race,10
2007,RI,Rhode Island,Race_Anti-American Indian,Race,4
2007,RI,Rhode Island,Race_Anti-Hispanic,Race,9
2007,RI,Rhode Island,Race_Anti-Jewish,Race,1
2007,RI,Rhode Island,Race_Anti-Asian,Race,4
2007,SC,South Carolina,Race_Anti-African American,Race,53
2007,SC,South Carolina,Race_Other,Race,31
2007,SC,South Carolina,Race_Anti-Hispanic,Race,17
2007,SC,South Carolina,Gender,Gender,22
2007,SC,South Carolina,Religion,Religion,15
2007,SC,South Carolina,Race_Anti-American Indian,Race,4
2007,SC,South Carolina,Disability,Disability,3
2007,SC,South Carolina,Race_Anti-Asian,Race,1
2007,SC,South Carolina,Race_Anti-Jewish,Race,1
2007,SD,South Dakota,Race_Anti-American Indian,Race,7
2007,SD,South Dakota,Race_Anti-African American,Race,6
2007,SD,South Dakota,Religion,Religion,4
